facet,state,concept,description
arts,Dadra and Nagar Haveli and Dama,Warli Painting,"A tribal art form originating from the Warli tribe, characterized by simple motifs depicting daily life, animals, and nature, using geometric patterns. This art is prevalent in the Dadra and Nagar Haveli region."
arts,Dadra and Nagar Haveli and Dama,Shell Craft,"Artisans along the coastal areas of Daman and Diu craft decorative items such as jewelry, wall hangings, and souvenirs using shells, reflecting the maritime culture of the region."
arts,Dadra and Nagar Haveli and Dama,Bamboo Craft,"Utilizing the abundant bamboo resources, artisans create items like baskets, mats, and furniture, showcasing the sustainable practices of the local communities."
arts,Dadra and Nagar Haveli and Dama,Wood Carving,"Skilled craftsmen carve intricate designs into wood, producing decorative pieces and furniture that reflect the region's artistic traditions."
arts,Dadra and Nagar Haveli and Dama,Metal Craft,"Artisans engage in metalworking to create items such as utensils, jewelry, and decorative pieces, reflecting the region's craftsmanship."
arts,Dadra and Nagar Haveli and Dama,Pottery,"Traditional pottery involves crafting clay into functional and decorative items, reflecting the utilitarian and artistic traditions of the local communities."
arts,Delhi,Mughal Miniature Painting,"Mughal miniature painting is a traditional art form that flourished during the Mughal Empire in India. These paintings are characterized by intricate details, vibrant colors, and themes depicting court scenes, battles, and portraits of emperors and nobles. The art form reflects the rich cultural heritage of Delhi during the Mughal era."
arts,Delhi,Islamic Calligraphy,"Islamic calligraphy is the artistic practice of handwriting and calligraphy based on the alphabet in the lands sharing a common Islamic cultural heritage. In Delhi, this art form is prominently displayed on monuments such as the Qutub Minar, showcasing verses from the Quran and other Islamic texts."
arts,Delhi,Dhokra Metal Craft,"Dhokra metal craft is a traditional art form involving the creation of metal artifacts using the lost-wax casting technique. Artisans in Delhi produce intricate jewelry, figurines, and decorative items, reflecting the city's rich cultural tapestry."
arts,Delhi,Terracotta Pottery,"Terracotta pottery in Delhi involves the crafting of earthenware items such as pots, figurines, and decorative pieces. The craft reflects the utilitarian and artistic sensibilities of the city's artisans."
arts,Delhi,Sanjhi Art,"Sanjhi art is a traditional form of stencil art practiced in Delhi, where artisans create intricate designs by cutting patterns into paper and using them to paint images on walls. This art form is often associated with religious festivals and rituals."
arts,Jammu and Kashmir,Pashmina Weaving,"Pashmina weaving is a traditional craft from Jammu and Kashmir, where artisans create luxurious shawls and scarves using fine pashmina wool. These items are often used for decorative purposes or to provide warmth, showcasing intricate patterns and designs."
arts,Jammu and Kashmir,Papier-Mâché,"Papier-mâché is a craft introduced to Kashmir by Muslim saint Mir Sayyid Ali Hamadani in the 14th century. Artisans create decorative items such as vases, bowls, and trays by applying layers of paper pulp into molds, which are then dried, painted, and lacquered to achieve a glossy finish."
arts,Jammu and Kashmir,Walnut Wood Carving,"Walnut wood carving is a traditional Kashmiri craft where artisans carve intricate designs into walnut wood to create furniture, jewelry boxes, trays, and lamps. This craft reflects the region's rich cultural heritage and the high quality of local walnut wood."
arts,Jammu and Kashmir,Copperware,"Copperware is a traditional craft in Jammu and Kashmir, where artisans create decorative items such as trays, bowls, and vases using copper. These items are often engraved with intricate designs and are used for both decorative and ceremonial purposes."
arts,Jammu and Kashmir,Namda,"Namda is a traditional Kashmiri felted wool rug made by felting wool fibers together, creating a dense, durable mat. These rugs are often decorated with chain stitch embroidery and are used as floor coverings or wall hangings."
arts,Jammu and Kashmir,Kani Shawl Weaving,Kani shawl weaving is a traditional Kashmiri craft where artisans use a wooden needle called 'Kani' to weave intricate patterns into shawls. These shawls are known for their detailed designs and are often used for decorative purposes or to provide warmth.
arts,Jammu and Kashmir,Kashmiri Carpets,Kashmiri carpets are hand-knotted rugs known for their intricate designs and high-quality craftsmanship. They are often used as decorative pieces in homes and are a significant part of the region's cultural heritage.
arts,Jammu and Kashmir,Kashmiri Silverware,"Kashmiri silverware includes items such as trays, bowls, and vases made from silver and often engraved with intricate designs. These items are used for both decorative and ceremonial purposes and reflect the region's rich metalworking tradition."
arts,Jammu and Kashmir,Kashmiri Papier-Mâché,"Kashmiri papier-mâché is a craft that involves applying layers of paper pulp into a mold, which is then dried, painted, and lacquered to create decorative items such as vases, bowls, and trays. This craft reflects the region's rich cultural heritage and artistic traditions."
arts,Jammu and Kashmir,Kashmiri Wood Carving,"Kashmiri wood carving is a traditional craft where artisans carve intricate designs into wood to create furniture, jewelry boxes, trays, and lamps. This craft reflects the region's rich cultural heritage and the high quality of local walnut wood."
arts,Ladakh,Thangka Painting,"Thangka paintings are traditional Tibetan Buddhist scroll paintings depicting deities, mandalas, and religious scenes. In Ladakh, these artworks are meticulously created on cotton or silk fabric, often incorporating embroidery and appliqué techniques. They serve as important tools for meditation and teaching within the Buddhist community."
arts,Ladakh,Wood Carving,"Wood carving in Ladakh involves crafting intricate designs on wooden objects such as doors, windows, and furniture. Artisans use traditional tools to create motifs inspired by Buddhist symbols, local flora, and fauna, reflecting the region's rich cultural heritage."
arts,Ladakh,"Metal Crafts (Chortens, Utensils)","Ladakhi metal crafts include the creation of chortens (stupas), ritual utensils, and decorative items. Skilled artisans work with metals like copper, brass, and silver to produce items used in religious ceremonies and daily life, showcasing the region's metallurgical expertise."
arts,Ladakh,Weaving for Decorative Items,"Weaving in Ladakh is traditionally done using handlooms to create textiles for various uses. While primarily focused on clothing, the weaving techniques also extend to decorative items such as wall hangings and tapestries, often featuring traditional patterns and motifs."
arts,Lakshadweep,Coconut Shell Crafts,"Artisans transform coconut shells into decorative items such as ladles, spoons, cups, earrings, pendants, lamps, and chandeliers, showcasing exceptional craftsmanship and sustainable use of natural materials."
arts,Lakshadweep,Coir Weaving,"Utilizing coconut husks, artisans weave mats, baskets, and other decorative items. This craft reflects the islanders' resourcefulness and connection to their environment."
arts,Lakshadweep,Wood Carving,"Skilled craftsmen carve intricate designs on wooden items like doors, furniture, and decorative pieces, often featuring traditional motifs and showcasing the rich artistic heritage of the island."
arts,Lakshadweep,Fishbone Craft,"Utilizing fish bones, artisans create delicate and intricate items, reflecting the islanders' deep connection to the sea and their resourcefulness in utilizing marine resources."
arts,Lakshadweep,Tortoise Shell Craft,"Craftsmen use tortoise shells to make table lamps, small boxes, and other ornamental items. However, this practice is no longer encouraged due to conservation efforts to protect sea turtles."
arts,Lakshadweep,Laccadive Jewelry,"Traditional jewelry-making involves using gold, coral, and pearls to create designs that often reflect the island’s natural beauty, with motifs influenced by sea life and local flora."
arts,Lakshadweep,Fishing Boat Construction,"The indigenous craft of boat construction involves building traditional wooden dhows, highlighting the islanders' longstanding nautical customs and bond with the ocean."
arts,Puducherry,Villianur Terracotta Works,"Originating from the Villianur region, these terracotta crafts include sculptures depicting deities, mythological figures, and everyday life scenes. The art form traces its roots back to the Chola period and flourished during French colonial rule."
arts,Puducherry,Wood Carving,"Artisans in Puducherry are skilled in wood carving, creating intricate designs on wooden items such as furniture, masks, and decorative pieces. This craft reflects the artistic traditions of the region."
arts,Puducherry,Pottery,Pottery in Puducherry involves creating both utilitarian and decorative items using traditional techniques. Artisans craft various earthenware products that are used in daily life and cultural practices.
arts,Puducherry,Shell Craft,"Shell crafting involves creating ornaments, jewelry, and decorative pieces from the abundant marine shells found in the region. Tortoise and turbo shells are particularly prized for their unique patterns and colors, resulting in exquisite handcrafted items."
arts,Puducherry,Papier-Mâché,"Papier-mâché is a traditional craft in Puducherry where artisans create decorative items and masks using paper pulp, often depicting religious themes and local folklore. This craft reflects the artistic traditions of the region."
jwellery,Andhra Pradesh,Kasulaperu,Gold coin necklace; symbolizes wealth; worn during weddings and festivals.
jwellery,Andhra Pradesh,Guttapusalu,Necklace with pearl clusters; heritage piece; popular in bridal wear.
jwellery,Andhra Pradesh,Vaddanam,Gold waist belt; adorned with intricate designs; essential in bridal attire.
jwellery,Andhra Pradesh,Papidi Billa,Forehead ornament; features central pendant; significant in traditional ceremonies.
jwellery,Andhra Pradesh,Vanki,Armlet with V-shaped design; often embellished with gemstones; worn by brides.
jwellery,Andhra Pradesh,Rani Haar,Long necklace; symbolizes royalty; commonly used in bridal jewelry sets.
jwellery,Andhra Pradesh,Chandbali,Moon-shaped earrings; intricate designs; popular in festive occasions.
jwellery,Andhra Pradesh,Poola Jada,Hair ornament with floral motifs; adorns bridal braids; significant in weddings.
jwellery,Andhra Pradesh,Sutralu Golusu,Traditional anklets; often crafted in silver; worn during cultural dances.
jwellery,Andhra Pradesh,Lakshmi Kadiyam,Bangle featuring Goddess Lakshmi motifs; symbolizes prosperity; worn during festivals.
jwellery,Andhra Pradesh,Nizami Nath,Nose ring with intricate designs; reflects Nizam influence; part of bridal attire.
jwellery,Andhra Pradesh,Temple Jewelry,Ornaments depicting deities; used in classical dance; crafted with gold and gemstones.
jwellery,Arunachal Pradesh,Benyop,Belt with brass discs; worn by Adi women; symbolizes life cycle.
jwellery,Arunachal Pradesh,Gichli,Trumpet-shaped silver earrings; adorn stretched earlobes; traditional among Aka women.
jwellery,Arunachal Pradesh,Lencchi,Silver fillet-headdress with repousse disc; signifies wealth; worn by Aka women.
jwellery,Arunachal Pradesh,Aisheri,Sacred shell necklaces; heirlooms passed from mother to daughter among Adi women.
jwellery,Arunachal Pradesh,Arulaya,Necklace of 40-60 white beads; common among Idu Mishmi tribe.
jwellery,Arunachal Pradesh,Lekapon,Necklace of small white beads in 20 strands; worn by Idu Mishmi women.
jwellery,Arunachal Pradesh,Ben,Brass spiral bangles; worn from wrist to elbow by Adi women.
jwellery,Arunachal Pradesh,Yoksa,Wooden nose plugs; distinctive adornment of Apatani women.
jwellery,Arunachal Pradesh,Beaded Necklaces,Multicolored glass or stone beads; favored across tribes; signify status.
jwellery,Arunachal Pradesh,Coin Necklaces,Necklaces made of coins; popular among Adi women; denote wealth.
jwellery,Arunachal Pradesh,Headbands,Decorative headbands; common among various tribes; often adorned with beads.
jwellery,Arunachal Pradesh,Brass Chains and Bells,Adornments with brass chains and metal bells; worn by Nyishi women.
jwellery,Arunachal Pradesh,Beaded Hair Ornaments,Strings of beads with cowries; embellish hairstyles of Khowa women.
jwellery,Arunachal Pradesh,Beaded Waistbands,Waistbands decorated with coins or stones; worn by men across tribes.
jwellery,Arunachal Pradesh,Leopard Jaw Pendant,Leopard's jaw worn as a pendant; prestigious trophy among Adi men.
jwellery,Arunachal Pradesh,Reed Fiber Headdresses,Helmets-like hats; decorated with feathers and animal parts; worn by men.
jwellery,Arunachal Pradesh,Glass Bead Necklaces,Ancient blue and white glass beads; traditional among various tribes.
jwellery,Arunachal Pradesh,Brass Bangles,Heavy brass bangles; worn by women across tribes; signify status.
jwellery,Arunachal Pradesh,Cane Anklets,Anklets made of cane; adorn feet of women during cultural dances.
jwellery,Arunachal Pradesh,Silver Fillet-Headdress,Headdress with silver chains; signifies wealth; worn by Aka women.
jwellery,Assam,Gamkharu,Thick bangle crafted from gold or silver; signifies marital status.
jwellery,Assam,Jonbiri,Crescent-shaped necklace; often paired with Doogdoogi pendant.
jwellery,Assam,Doogdoogi,Heart-shaped pendant; complements Jonbiri necklace.
jwellery,Assam,Galpata,Choker necklace with intricate floral patterns; crafted in gold or silver.
jwellery,Assam,Thuriya,Spiral-designed earrings; symbolize continuity and eternity.
jwellery,Assam,Senpati,Gold necklace with nature-inspired motifs; signifies prosperity.
jwellery,Assam,Dhansiri,Necklace named after Dhansiri River; features flowing water patterns.
jwellery,Assam,Magardana,Gold ring with floral or animal motifs; showcases Assamese craftsmanship.
jwellery,Assam,Uka-keru,Simple gold or silver hoop earrings; everyday wear.
jwellery,Assam,Kerumoni,Small gold earrings with floral or geometric patterns; popular among young girls.
jwellery,Assam,Dholbri,Drum-shaped pendant; adorned with gemstones or meenakari work.
jwellery,Assam,Loka Paro,Necklace with pigeon-shaped pendant; symbolizes love and peace.
jwellery,Assam,Jethi Poti,Necklace resembling lizard's tail; features V-shaped medallions.
jwellery,Bihar,Choker,Gold choker with intricate lacy design; essential for Bihari brides.
jwellery,Bihar,Chandrahar,Layered gold necklace with dual floral lockets; crafted from gold pearls.
jwellery,Bihar,Tikli,Head ornament worn along hair parting; similar to maang tikka.
jwellery,Bihar,Panchlari,Five-layered necklace with pearls and colorful gems; each layer has a locket.
jwellery,Bihar,Satlari,Seven-layered necklace with lockets encrusted with pearls and precious stones.
jwellery,Bihar,Sita Haar,Long gold necklace reaching the waist; often paired with shorter necklaces.
jwellery,Bihar,Nath,Gold nose ring with a chain attached to the hair for support.
jwellery,Bihar,Dholna,Ornate gold necklace with a drum-shaped locket; worn during weddings and festivals.
jwellery,Bihar,Lahthi,Lac bangles; significant in Bihari bridal jewelry.
jwellery,Bihar,Bichhua,Silver or gold toe rings; symbolize matrimony.
jwellery,Bihar,Mauri,Headgear made from mango or date leaves; worn during wedding ceremonies.
jwellery,Bihar,Hansuli,Neck ornament; traditional to the Bhojpuri region.
jwellery,Bihar,Bajuband,Armlet; traditional ornament in the Bhojpuri region.
jwellery,Bihar,Pahunchi,Wrist ornament; part of traditional Bhojpuri jewelry.
jwellery,Bihar,Danrkas,Waist ornament; traditional in the Bhojpuri region.
jwellery,Chhattisgarh,Phulli,Nose ornament popular among Bastar women; typically made of silver.
jwellery,Chhattisgarh,Bichhiya,Toe rings symbolizing marriage; crafted from silver or gilat.
jwellery,Chhattisgarh,Peri,Ankle ornament worn by rural women; made of silver or gilat.
jwellery,Chhattisgarh,Santi,Anklet fastened with a screw; favored by Gond and Binjhwar communities.
jwellery,Chhattisgarh,Paijeb,Anklet ornament worn by married Satnami women; made of silver or gilat.
jwellery,Chhattisgarh,Lachha,Anklet fastened with a screw; made of silver or gilat.
jwellery,Chhattisgarh,Kardhan,Waist belt ornament; helps reduce post-delivery flabbiness.
jwellery,Chhattisgarh,Kamar Patta,Waist ornament; hollow in shape; made of silver or gilat.
jwellery,Chhattisgarh,Duraiya-Parchaiya,Hand ornament covering all fingers; made of wires.
jwellery,Chhattisgarh,Harriya,Bangle-like wrist ornament; worn by married rural and tribal women.
jwellery,Chhattisgarh,Kara,"Bangle-like wrist ornament; made of gilat, brass, or silver."
jwellery,Chhattisgarh,Banoriya,Spiked wrist ornament for self-defense; popular among Agaria women.
jwellery,Chhattisgarh,Kakni,Bangle-type wrist ornament; popular among rural and tribal women.
jwellery,Chhattisgarh,Churi,Bangle ornament worn during festivals; made of silver or gilat.
jwellery,Chhattisgarh,Nagmori,"Armlet with serpent design; popular among Gond, Agaria, and Raut women."
jwellery,Chhattisgarh,Bahuti,Traditional arm ornament; available in silver or gilat.
jwellery,Chhattisgarh,Tilri,"Traditional neck ornament; made of gold, brass, or copper."
jwellery,Chhattisgarh,Dulri,"Traditional neck ornament; made of gold, brass, or copper."
jwellery,Chhattisgarh,Kantha,"Traditional neck ornament; made of gold, brass, or copper."
jwellery,Chhattisgarh,Husli,Neck ornament with pipe structure; made of silver or gilat.
jwellery,Chhattisgarh,Sutia,Neck ornament with pipe structure; made of silver or gilat.
jwellery,Chhattisgarh,Dhar,Ear ornament covering the entire ear; made of silver or gilat.
jwellery,Chhattisgarh,Khinwa,Ear ornament covering the entire ear; made of silver or gilat.
jwellery,Chhattisgarh,Karanphul,Ear tops and earrings with sarangaria design; made of silver or gilat.
jwellery,Chhattisgarh,Latkan,Ear ornament; available in various designs; made of silver or gilat.
jwellery,Chhattisgarh,Tops,Ear ornament; available in various designs; made of silver or gilat.
jwellery,Chhattisgarh,Jhumka,Ear ornament; available in various designs; made of silver or gilat.
jwellery,Chhattisgarh,Clip,Hair ornament; popular among rural and tribal women; made of silver or gilat.
jwellery,Chhattisgarh,Choti,Hair ornament; popular among well-off rural women; made of silver or gilat.
jwellery,Chhattisgarh,Jhabli,Hair ornament used by Thakur women; made of silver or gilat.
jwellery,Goa,Bajubandh,Upper arm ornament with peacock motifs; worn during festivals.
jwellery,Goa,Goth,Gold bangle featuring floral engravings; traditional daily wear.
jwellery,Goa,Tode,Chunky gold bangles; adorned during festive occasions.
jwellery,Goa,Pichodi,Bangle with crown-like design; made of pearls or gold motifs.
jwellery,Goa,Piddukachi Kakna,Lightweight bangles with gold motifs and colored beads; often black.
jwellery,Goa,Coin Bangles,Gold kadas featuring patterned motifs and coins; statement pieces.
jwellery,Goa,Kasithali,Goan mangalsutra; gold chain with corals and religious pendant.
jwellery,Goa,Galsiri,Necklace of gold coins and beads; depicts deities.
jwellery,Goa,Pake,Traditional earrings with floral designs and pearls; worn during festivals.
jwellery,Goa,Ambada Aati,Gold bun pin studded with pearls; secures bridal hair.
jwellery,Goa,Patli,Lightweight gold bangles with minimalistic design; daily wear.
jwellery,Goa,Goan Nath,Nose ring made with pearls and gemstones; worn during weddings.
jwellery,Goa,Vel,"Long, lightweight gold earrings with unique minimal designs."
jwellery,Goa,Vaki,Armlet encrusted with gems and floral motifs; traditional wear.
jwellery,Gujarat,Chandan Haar,Heavy gold necklace; symbolizes prosperity; worn by Gujarati brides during weddings.
jwellery,Gujarat,Kundan Bangdi,Bangle encrusted with kundan work; pairs well with traditional ensembles; popular among Gujarati brides.
jwellery,Gujarat,Kaliganthi Neckpiece,Necklace with intricate designs; symbolizes cultural heritage and protection; significant in Gujarati traditions.
jwellery,Gujarat,Chudamani,Ivory bangles gifted to brides; signifies marital status; traditional in Gujarati weddings.
jwellery,Gujarat,Chudlo,Set of red and green bangles; gifted by maternal uncle; essential in Gujarati bridal attire.
jwellery,Gujarat,Patla Bangles,Gold bangles with intricate designs; worn during weddings and festivals; popular in Gujarati communities.
jwellery,Gujarat,Damani Necklace,Long necklace with multiple layers; adorned during weddings; signifies prosperity in Gujarati culture.
jwellery,Gujarat,Kanthi Necklace,Choker-style necklace; often made of gold or silver; worn by Gujarati women during religious ceremonies.
jwellery,Gujarat,Borla,Spherical maang tikka; adorned on the forehead; traditional among Gujarati brides.
jwellery,Gujarat,Rani Haar,Long necklace with intricate designs; symbolizes royalty; worn during weddings and special occasions.
jwellery,Gujarat,Jadau Jewelry,Jewelry with uncut diamonds and gemstones; crafted using traditional techniques; significant in Gujarati culture.
jwellery,Gujarat,Navratna Jewelry,Ornaments featuring nine gemstones; believed to bring good luck; popular in Gujarati traditions.
jwellery,Gujarat,Matarmala,Necklace with floral motifs; worn during weddings; signifies beauty and elegance in Gujarati culture.
jwellery,Gujarat,Timaniya,Choker-style necklace with intricate designs; adorned during festivals and weddings; traditional in Gujarat.
jwellery,Gujarat,Haath Phool,Hand ornament connecting rings to a bracelet; worn by brides; signifies marital status in Gujarati culture.
jwellery,Gujarat,Nathni,Large nose ring; adorned with pearls or gemstones; essential in Gujarati bridal jewelry.
jwellery,Gujarat,Bajuband,Armlet with intricate designs; worn during weddings and festivals; traditional in Gujarati attire.
jwellery,Gujarat,Payal,Anklet made of silver; adorned with small bells; worn during cultural dances and ceremonies.
jwellery,Gujarat,Kardhani,Waist belt made of gold or silver; worn over sarees; signifies elegance in Gujarati culture.
jwellery,Gujarat,Borla Maang Tikka,Forehead ornament with spherical design; traditional among Gujarati brides; signifies marital status.
jwellery,Haryana,Kathla,Gold or silver necklace; worn by Jat community women.
jwellery,Haryana,Mala,Gold or silver necklace; favored by Bania community women.
jwellery,Haryana,Hansli,Heavy silver bangles; traditional wrist ornament.
jwellery,Haryana,Jhalra,Long string of gold coins or silver rupees; worn during special occasions.
jwellery,Haryana,Karanphul,Gold earrings; traditional ear ornament.
jwellery,Haryana,Bujni,Gold earrings; traditional ear ornament.
jwellery,Haryana,Dandle,Silver earrings; traditional ear ornament.
jwellery,Haryana,Matarmala,Heavy gold necklace; showcases affluence; worn during special occasions.
jwellery,Haryana,Joemala,Traditional necklace; worn by married women during significant events.
jwellery,Haryana,Kadi,Heavy silver anklets; traditional foot ornament.
jwellery,Haryana,Chalakde,Lightweight silver anklets; worn under traditional attire.
jwellery,Haryana,Borla,Spherical maang tikka; adorns the forehead; significant in bridal attire.
jwellery,Haryana,Shingar Patti,Forehead band; complements the borla; enhances bridal look.
jwellery,Haryana,Tagdi,Waist belt; often adorned with intricate designs; part of traditional attire.
jwellery,Haryana,Kanthi,Choker-style necklace; made of gold or silver; traditional neck ornament.
jwellery,Haryana,Panchmora,Five-stringed necklace; symbolizes prosperity; worn during festivals.
jwellery,Himachal Pradesh,Chandanhaar,Multiple silver chains linked by engraved plaques; worn during festivals.
jwellery,Himachal Pradesh,Chiri Tikka,Peepal-leaf-shaped forehead ornament; signifies cultural identity.
jwellery,Himachal Pradesh,Chura,Red and white bangles; worn by brides during weddings.
jwellery,Himachal Pradesh,Tora,Traditional silver belt; adorns waist during ceremonies.
jwellery,Himachal Pradesh,Boomani,Crown-like head ornament; symbolizes status in weddings.
jwellery,Himachal Pradesh,Jhumki,Silver anklets with small bells; emit melodious sounds.
jwellery,Himachal Pradesh,Chandraseni Haar,Necklace with silver chains and engraved plaques; features tree of life motif.
jwellery,Himachal Pradesh,Chand Bali,Moon-shaped earrings; intricate designs; traditional wear.
jwellery,Himachal Pradesh,Chiri Phul,Hair ornament resembling a bird; worn during festivals.
jwellery,Himachal Pradesh,Chakkar,Circular nose ring; large size; bridal adornment.
jwellery,Himachal Pradesh,Chanderahar,Silver necklace with multiple chains; worn during special occasions.
jwellery,Himachal Pradesh,Chiri Har,Necklace with peepal-leaf-shaped pendants; symbolizes prosperity.
jwellery,Himachal Pradesh,Chiri Bali,Earrings shaped like peepal leaves; traditional design.
jwellery,Himachal Pradesh,Chiri Nath,Nose ring with peepal-leaf motif; worn by brides.
jwellery,Himachal Pradesh,Chiri Kada,Bangle with peepal-leaf engravings; daily wear.
jwellery,Himachal Pradesh,Chiri Jhumka,Earrings with peepal-leaf design; festive adornment.
jwellery,Himachal Pradesh,Chiri Tora,Silver belt with peepal-leaf motifs; ceremonial wear.
jwellery,Himachal Pradesh,Chiri Boomani,Head ornament featuring peepal-leaf design; wedding accessory.
jwellery,Himachal Pradesh,Chiri Jhumki,Anklets with peepal-leaf charms; emit soft sounds.
jwellery,Himachal Pradesh,Chiri Chura,Bangles with peepal-leaf patterns; bridal jewelry.
jwellery,Jharkhand,Karanful,Gold or silver ear ornament; round dome design; worn during festivals and ceremonies.
jwellery,Jharkhand,Khongoso,Silver hairpin with artistic designs; secures hair bun; used in traditional attire.
jwellery,Jharkhand,Chawnwani Khongoso,Silver hairpin with chawni design; adorns hair; signifies cultural heritage.
jwellery,Jharkhand,Panapatta Khongoso,Silver hairpin shaped like a betel leaf; intricate carvings; enhances traditional hairstyles.
jwellery,Jharkhand,Kalyp,Silver hair accessory; various designs; holds hair above the ear.
jwellery,Jharkhand,Kanpasa,Gold ear covering ornament; features multiple rounds; worn during special occasions.
jwellery,Jharkhand,Suprakana,Gold or silver ear ornament; traditionally worn by men; signifies cultural identity.
jwellery,Jharkhand,Besari,Gold nose ornament; large design covering the mouth; worn during ceremonies.
jwellery,Jharkhand,Haasli,"Thick metal neckpiece; made of gold, silver, or copper; symbolizes wealth."
jwellery,Jharkhand,Khambhiya,Silver necklace resembling a twig; features floral and peacock motifs.
jwellery,Jharkhand,Sitahaar,Silver necklace with five laceted strands; worn during weddings.
jwellery,Jharkhand,Kanthamala,Round silver necklace with colored beads; adorns the neck.
jwellery,Jharkhand,Chandrahar,Silver necklace with leaf-like engravings; multiple layers; worn during festivals.
jwellery,Jharkhand,Tad,"Thick, round silver bracelet; worn above the elbow; signifies strength."
jwellery,Jharkhand,Bajubandh,Silver armlet with dangling ornaments; tied with a band; worn during dances.
jwellery,Jharkhand,Thela,"Thick, hollow silver bangle; worn on the forearm; part of traditional attire."
jwellery,Jharkhand,Kangna,Gold or silver bangle; carved designs; lacquered interior; worn during weddings.
jwellery,Jharkhand,Payari,Metal anklet; worn continuously; signifies marital status.
jwellery,Jharkhand,Payal,Silver anklet with intricate designs; features small bells; worn during dances.
jwellery,Jharkhand,Goodram,"Round, hollow silver anklet; contains metal balls; produces sound when walking."
jwellery,Jharkhand,Angutha,Metal ring for the big toe; signifies cultural identity.
jwellery,Jharkhand,Jhatiya,Metal rings worn on three toes; part of traditional attire.
jwellery,Jharkhand,Qatri,Thin metal ring for the smallest toe; adorns the feet.
jwellery,Jharkhand,Beechia,Silver rings for all toes; features motifs like fish and flowers.
jwellery,Jharkhand,Godna,Traditional tattooing; various designs on different body parts; signifies cultural heritage.
jwellery,Karnataka,Kokkethathi,Half-moon pendant with serpent and crescent; Coorgi bridal necklace.
jwellery,Karnataka,Muthina Vole Jhimiki,Ornate earrings with pearls; worn during weddings and festivals.
jwellery,Karnataka,Karthamani Pathak,Gold waist belt with intricate designs; signifies marital status.
jwellery,Karnataka,Jadaenagara,Hair ornament adorning braids; bridal accessory.
jwellery,Karnataka,Guruvina Kada,Intricately designed gold bracelet; symbolizes devotion.
jwellery,Karnataka,Kasina Bale,Gold bangles with exquisite patterns; worn during important events.
jwellery,Karnataka,Netti Bottu,Forehead ornament with carvings of deities; auspicious bridal wear.
jwellery,Karnataka,Havalakki Sara,Long gold chain studded with gemstones; part of bridal ensemble.
jwellery,Karnataka,Jhimki,Heavy gold earrings with dangling beads; traditional adornment.
jwellery,Karnataka,Jomale,Silver bead necklace on black thread; traditional Kodava jewelry.
jwellery,Karnataka,Nandin Anguthi,Brass ring depicting Nandi bull; worn by Lingayat devotees.
jwellery,Karnataka,Vyaghranakha,Tiger-claw pendant set in gold; protective amulet.
jwellery,Karnataka,Pirduk,Necklace of black glass beads; symbol of married state among Mangalorean Catholics.
jwellery,Karnataka,Kap,Round gold disk ear ornament; traditional wear among Mangalorean Catholic women.
jwellery,Karnataka,Masli,Hair comb with gold fish figure; part of bridal adornment.
jwellery,Kerala,Palakka Mala,Necklace with green leaf-shaped pendants; symbolizes prosperity; worn during weddings and festivals.
jwellery,Kerala,Kasu Mala,Necklace made of gold coins; signifies wealth; popular in bridal attire.
jwellery,Kerala,Mulla Mottu Mala,Necklace resembling jasmine buds; crafted in gold; signifies purity; worn during auspicious occasions.
jwellery,Kerala,Nagapadam,Necklace featuring serpent hood-shaped pendants; symbolizes fertility; traditional among Kerala women.
jwellery,Kerala,Aranjanam,Waist chain made of gold or silver; worn by both genders; believed to protect against negative energy.
jwellery,Kerala,Jhimki,Bell-shaped earrings; crafted in gold; adorned during cultural dances and ceremonies.
jwellery,Kerala,Poothali,Necklace with intricate floral designs; symbolizes beauty; worn during weddings.
jwellery,Kerala,Elakkathali,Choker-style necklace with leaf motifs; crafted in gold; signifies elegance.
jwellery,Kerala,Pathakam,Simple gold pendant necklace; worn daily; signifies simplicity.
jwellery,Kerala,Thoda,Large circular earrings; traditionally worn by Kerala women; signifies cultural heritage.
jwellery,Kerala,Vanki,Armlet with V-shaped design; often embellished with gemstones; worn by brides.
jwellery,Kerala,Oddiyanam,Gold waist belt; adorned with intricate designs; essential in bridal attire.
jwellery,Kerala,Kolusu,Silver anklets; often with bells; worn during traditional dances.
jwellery,Kerala,Paambadam,Heavy gold earrings; designed to stretch the earlobes; traditional among elderly women.
jwellery,Kerala,Kunukku,Gold earrings with a small hanging ball; traditional among Kerala Christians.
jwellery,Kerala,Karavala,Jewelry resembling twisted rope; made from gold or silver; symbolizes strength and unity.
jwellery,Kerala,Pookula Mala,Necklace inspired by coconut flower; light design; holds cultural significance in Kerala.
jwellery,Madhya Pradesh,Hansuli,Neck ornament; worn by rural and tribal women; made of silver.
jwellery,Madhya Pradesh,Borla,Spherical forehead ornament; adorned with pearls or stones; traditional to Malwa region.
jwellery,Madhya Pradesh,Jhela,Linked chains extending to earrings; made of gold or silver; worn in Malwa.
jwellery,Madhya Pradesh,Nath,Gold nose-ring resting on right cheek; significant in Malwa region.
jwellery,Madhya Pradesh,Lac Bangles,Brightly colored bangles; made of lac; popular in Rewa and Indore.
jwellery,Madhya Pradesh,Bead Jewelry,Necklaces and ornaments made from beads; favored by Muria tribe in Bastar.
jwellery,Madhya Pradesh,Coin Necklaces,Necklaces crafted from one-rupee coins; traditional among Bastar tribal women.
jwellery,Madhya Pradesh,Kardhan,Waist belt ornament; traditionally worn by women in Madhya Pradesh.
